unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Moda,2846031.2,3724577.5,2990082.0,3573274.0,5293958.0,6138780.0,5004145.0,3586049.8,3477466.0,3428908.5,4609170.0,6485453.0
Total,2846031.2,3724577.5,2990082.0,3573274.0,5293958.0,6138780.0,5004145.0,3586049.8,3477466.0,3428908.5,4609170.0,6485453.0
