mes_ano,Malha,Total
2025-01,2143615.8,2143615.8
2025-02,876994.25,876994.25
2025-03,918923.06,918923.06
2025-04,1053059.4,1053059.4
2025-05,905068.6,905068.6
2025-06,1218765.2,1218765.2
2025-07,1065246.9,1065246.9
2025-08,1529981.2,1529981.2
2025-09,923346.6,923346.6
2025-10,1139538.6,1139538.6
2025-11,1410253.5,1410253.5
2025-12,3794109.2,3794109.2
