unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Bobô,10125154.0,9646813.0,10941843.0,9841827.0,10658722.0,11557124.0,8486020.0,8119140.0,8378524.5,8193291.5,8280166.5,8332015.5
Total,10125154.0,9646813.0,10941843.0,9841827.0,10658722.0,11557124.0,8486020.0,8119140.0,8378524.5,8193291.5,8280166.5,8332015.5
