mes_ano,Dudalina Fem,Total
2025-01,6021875.0,6021875.0
2025-02,5618137.5,5618137.5
2025-03,2953383.2,2953383.2
2025-04,3049763.5,3049763.5
2025-05,4788679.5,4788679.5
2025-06,10891152.0,10891152.0
2025-07,5681567.5,5681567.5
2025-08,3746840.5,3746840.5
2025-09,4058480.2,4058480.2
2025-10,3671197.5,3671197.5
2025-11,6531593.0,6531593.0
2025-12,5732342.5,5732342.5
