mes_ano,Jeans e Sarja,Total
2025-01,1329257.2,1329257.2
2025-02,1148422.5,1148422.5
2025-03,611304.3,611304.3
2025-04,747041.06,747041.06
2025-05,675629.3,675629.3
2025-06,753753.3,753753.3
2025-07,919756.06,919756.06
2025-08,928592.25,928592.25
2025-09,783240.7,783240.7
2025-10,903202.1,903202.1
2025-11,986083.4,986083.4
2025-12,1307337.0,1307337.0
