month,LSTM_steps1_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_biasTrue_dropout0.0
2025-01,39442176.0
2025-02,32311776.0
2025-03,34579690.0
2025-04,33499748.0
2025-05,37236876.0
2025-06,40597044.0
2025-07,36687516.0
2025-08,35714812.0
2025-09,36404124.0
2025-10,35883104.0
2025-11,37769190.0
2025-12,40967904.0
