month,GRU_steps1000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2025-01,67185464.0
2025-02,40080120.0
2025-03,47233764.0
2025-04,46153972.0
2025-05,62772548.0
2025-06,62980920.0
2025-07,55311600.0
2025-08,51188630.0
2025-09,42977756.0
2025-10,39391076.0
2025-11,45260896.0
2025-12,64729892.0
