unique_id,ds,GRU_steps1000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
LL,2025-10-03,1879064.2
LL,2025-10-04,2011743.0
LL,2025-10-05,869773.25
LL,2025-10-06,1269887.1
LL,2025-10-07,1289043.0
LL,2025-10-08,1354819.6
LL,2025-10-09,1368932.8
LL,2025-10-10,1442775.1
LL,2025-10-11,1771045.4
LL,2025-10-12,1069195.0
LL,2025-10-13,1700603.4
LL,2025-10-14,1524152.5
LL,2025-10-15,1352482.2
LL,2025-10-16,1342314.0
LL,2025-10-17,1415913.0
LL,2025-10-18,1360194.9
LL,2025-10-19,772362.56
LL,2025-10-20,1118247.4
LL,2025-10-21,1203558.2
LL,2025-10-22,1246022.8
LL,2025-10-23,1334371.0
LL,2025-10-24,1554318.8
LL,2025-10-25,1712787.8
LL,2025-10-26,961198.8
LL,2025-10-27,1210758.9
LL,2025-10-28,1220046.1
LL,2025-10-29,1420911.6
LL,2025-10-30,1853780.0
LL,2025-10-31,2419493.2
LL,2025-11-01,2407299.2
LL,2025-11-02,1230295.2
LL,2025-11-03,1928425.9
LL,2025-11-04,1669005.8
LL,2025-11-05,1525810.5
LL,2025-11-06,1480249.5
LL,2025-11-07,1446381.4
LL,2025-11-08,1321060.1
LL,2025-11-09,1125724.1
LL,2025-11-10,1390415.0
LL,2025-11-11,1488643.5
LL,2025-11-12,1626093.6
LL,2025-11-13,1883396.8
LL,2025-11-14,2486880.0
LL,2025-11-15,1990153.9
LL,2025-11-16,1107380.6
LL,2025-11-17,1739196.9
LL,2025-11-18,1395464.8
LL,2025-11-19,2466327.0
LL,2025-11-20,4170148.0
LL,2025-11-21,3331388.5
LL,2025-11-22,2903520.0
LL,2025-11-23,1280827.2
LL,2025-11-24,2032152.4
LL,2025-11-25,2012025.8
LL,2025-11-26,2560963.0
LL,2025-11-27,3507606.0
LL,2025-11-28,3673847.0
LL,2025-11-29,3159104.5
LL,2025-11-30,1523716.5
LL,2025-12-01,1689326.5
LL,2025-12-02,1879072.5
LL,2025-12-03,2238033.2
LL,2025-12-04,2716151.0
LL,2025-12-05,2578219.5
LL,2025-12-06,2482791.5
LL,2025-12-07,1299926.8
LL,2025-12-08,1947048.6
LL,2025-12-09,2060886.9
LL,2025-12-10,2458065.5
LL,2025-12-11,2911338.5
LL,2025-12-12,2637007.5
LL,2025-12-13,2715103.2
LL,2025-12-14,1691539.8
LL,2025-12-15,2247434.0
LL,2025-12-16,2413322.8
LL,2025-12-17,2906778.8
LL,2025-12-18,3542426.5
LL,2025-12-19,3783287.5
LL,2025-12-20,4006520.5
LL,2025-12-21,2835293.0
LL,2025-12-22,3932518.0
LL,2025-12-23,3157917.5
LL,2025-12-24,3531762.8
LL,2025-12-25,3106048.0
LL,2025-12-26,2427551.5
LL,2025-12-27,1748069.8
LL,2025-12-28,1312401.8
LL,2025-12-29,2125873.0
LL,2025-12-30,2272230.8
LL,2025-12-31,1909685.8
