month,GRU_steps2000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,40044748.0
2024-11,47609950.0
2024-12,49267980.0
2025-01,57955904.0
2025-02,37683904.0
2025-03,36750484.0
2025-04,28943480.0
2025-05,41032030.0
2025-06,46962210.0
2025-07,40318492.0
2025-08,33463550.0
2025-09,29370960.0
