unique_id,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01
Bobô,455706.62,831620.94,866005.5,1226704.0,956746.3,669177.75,883266.4,531016.2,792508.94,1116043.8,1309184.0,396080.03
Total,455706.62,831620.94,866005.5,1226704.0,956746.3,669177.75,883266.4,531016.2,792508.94,1116043.8,1309184.0,396080.03
