month,LSTM_steps1000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_biasTrue_dropout0.0
2024-10,10960188.0
2024-11,14759247.0
2024-12,15087924.0
2025-01,12063497.0
2025-02,9461023.0
2025-03,6843223.5
2025-04,6617739.5
2025-05,8166519.5
2025-06,23874428.0
2025-07,11589604.0
2025-08,9515590.0
2025-09,8303569.0
