max_steps,learning_rate,batch_size,encoder_hidden_size,decoder_hidden_size,encoder_n_layers,decoder_layers,context_size,encoder_bias,encoder_dropout,num_lr_decays,early_stop_patience_steps,val_check_steps,random_seed,num_workers_loader,drop_last_loader,MAE,RMSE,MAPE
1000,0.001,32,200,200,2,2,10,True,0.0,-1,-1,100,1,0,False,113081.72480544077,187283.00441144293,25.544046633358008
