mes_ano,Outros,Total
2025-01,1104221.4,1104221.4
2025-02,803359.1,803359.1
2025-03,824607.0,824607.0
2025-04,743582.4,743582.4
2025-05,874121.56,874121.56
2025-06,1357645.2,1357645.2
2025-07,664793.6,664793.6
2025-08,1121200.9,1121200.9
2025-09,1438278.8,1438278.8
2025-10,1502661.6,1502661.6
2025-11,1661959.8,1661959.8
2025-12,3055009.2,3055009.2
