month,LSTM_steps1000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_biasTrue_dropout0.0
2024-10,8184790.0
2024-11,15088194.0
2024-12,20632106.0
2025-01,9498608.0
2025-02,10448070.0
2025-03,8614220.0
2025-04,9235048.0
2025-05,10390697.0
2025-06,14955171.0
2025-07,14949034.0
2025-08,8193251.0
2025-09,9566032.0
