month,LSTM_steps1_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_biasTrue_dropout0.0
2024-10,8757638.0
2024-11,9268231.0
2024-12,10604601.0
2025-01,10121350.0
2025-02,8223542.0
2025-03,8275542.5
2025-04,8181849.0
2025-05,8953052.0
2025-06,10244047.0
2025-07,9590477.0
2025-08,8982976.0
2025-09,8341515.5
