unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Malha,769900.1,423688.97,501009.88,399362.56,526000.6,591528.75,341402.9,407855.84,441268.06,441376.84,727393.5,897409.44
Total,769900.1,423688.97,501009.88,399362.56,526000.6,591528.75,341402.9,407855.84,441268.06,441376.84,727393.5,897409.44
