mes_ano,John John Fem,Total
2025-01,6305601.0,6305601.0
2025-02,5248303.0,5248303.0
2025-03,4730904.0,4730904.0
2025-04,4621345.5,4621345.5
2025-05,5862144.5,5862144.5
2025-06,7669852.5,7669852.5
2025-07,6476365.5,6476365.5
2025-08,4925574.5,4925574.5
2025-09,5536977.0,5536977.0
2025-10,5771709.5,5771709.5
2025-11,6907001.0,6907001.0
2025-12,10759860.0,10759860.0
