month,LSTM_steps1_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_biasTrue_dropout0.0
2025-01,10343798.0
2025-02,8426060.0
2025-03,8544073.0
2025-04,8164980.0
2025-05,8985464.0
2025-06,10340182.0
2025-07,9898077.0
2025-08,8837853.0
2025-09,8514287.0
2025-10,8732228.0
2025-11,9365905.0
2025-12,10684784.0
