mes_ano,Outros,Total
2025-01,1059974.5,1059974.5
2025-02,564462.25,564462.25
2025-03,616513.94,616513.94
2025-04,866193.5,866193.5
2025-05,805069.4,805069.4
2025-06,2660246.2,2660246.2
2025-07,1222534.9,1222534.9
2025-08,716776.4,716776.4
2025-09,538858.25,538858.25
2025-10,556210.5,556210.5
2025-11,1042306.0,1042306.0
2025-12,901924.1,901924.1
