mes_ano,Moda,Total
2025-01,2877802.8,2877802.8
2025-02,2988432.2,2988432.2
2025-03,3479316.2,3479316.2
2025-04,3409869.0,3409869.0
2025-05,3820540.5,3820540.5
2025-06,4331580.0,4331580.0
2025-07,3383878.2,3383878.2
2025-08,3008628.8,3008628.8
2025-09,2901303.0,2901303.0
2025-10,3001338.5,3001338.5
2025-11,3744656.8,3744656.8
2025-12,4871792.0,4871792.0
