mes_ano,Malha e Moletom,Total
2025-01,2680515.2,2680515.2
2025-02,1597904.5,1597904.5
2025-03,866154.9,866154.9
2025-04,684146.75,684146.75
2025-05,862767.2,862767.2
2025-06,1421233.8,1421233.8
2025-07,1987576.5,1987576.5
2025-08,1207174.6,1207174.6
2025-09,1110375.5,1110375.5
2025-10,1362318.8,1362318.8
2025-11,1995444.8,1995444.8
2025-12,4326362.0,4326362.0
