mes_ano,Alfaiataria,Total
2025-01,428299.22,428299.22
2025-02,369720.9,369720.9
2025-03,511083.84,511083.84
2025-04,743097.4,743097.4
2025-05,694571.4,694571.4
2025-06,1013114.0,1013114.0
2025-07,879050.1,879050.1
2025-08,982291.5,982291.5
2025-09,973559.0,973559.0
2025-10,1138918.8,1138918.8
2025-11,1295688.8,1295688.8
2025-12,693008.06,693008.06
