month,GRU_steps3000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,39796024.0
2024-11,47173984.0
2024-12,49289784.0
2025-01,57881404.0
2025-02,37790704.0
2025-03,36940028.0
2025-04,29457876.0
2025-05,41342404.0
2025-06,47170450.0
2025-07,40427188.0
2025-08,33504410.0
2025-09,29709912.0
