ds,GRU_steps3000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10-01,1356769.5
2024-10-02,1449993.5
2024-10-03,1415421.6
2024-10-04,1649131.2
2024-10-05,1763365.1
2024-10-06,378013.7
2024-10-07,1281538.8
2024-10-08,1246372.1
2024-10-09,1271146.2
2024-10-10,1392707.5
2024-10-11,1319368.4
2024-10-12,1389892.0
2024-10-13,652326.8
2024-10-14,964256.0
2024-10-15,1241701.6
2024-10-16,1697673.4
2024-10-17,1305452.5
2024-10-18,1988306.2
2024-10-19,1938557.8
2024-10-20,1148263.9
2024-10-21,907088.5
2024-10-22,1230432.5
2024-10-23,1198956.2
2024-10-24,1476476.2
2024-10-25,1571338.9
2024-10-26,1164163.1
2024-10-27,520841.38
2024-10-28,1187164.1
2024-10-29,905828.6
2024-10-30,1400841.8
2024-10-31,1382634.9
2024-11-01,1760077.5
2024-11-02,1262656.5
2024-11-03,1209922.0
2024-11-04,908773.44
2024-11-05,886552.1
2024-11-06,2224678.8
2024-11-07,2360594.5
2024-11-08,1429074.5
2024-11-09,2330710.0
2024-11-10,848588.4
2024-11-11,1545137.5
2024-11-12,1509312.0
2024-11-13,1406770.4
2024-11-14,1409172.4
2024-11-15,1112445.9
2024-11-16,1159340.6
2024-11-17,973291.0
2024-11-18,1686169.5
2024-11-19,1340778.8
2024-11-20,1328002.8
2024-11-21,1128485.8
2024-11-22,2030540.1
2024-11-23,1726141.8
2024-11-24,1987694.9
2024-11-25,1516506.2
2024-11-26,1814874.4
2024-11-27,1672719.8
2024-11-28,1734310.1
2024-11-29,2377742.5
2024-11-30,2492921.0
2024-12-01,1259010.5
2024-12-02,838662.8
2024-12-03,1083717.5
2024-12-04,1116296.5
2024-12-05,1263622.2
2024-12-06,1279562.1
2024-12-07,1848382.1
2024-12-08,1226252.4
2024-12-09,1370139.2
2024-12-10,1217199.9
2024-12-11,1475872.5
2024-12-12,1521673.0
2024-12-13,2007998.0
2024-12-14,2267400.2
2024-12-15,1329374.2
2024-12-16,2273343.8
2024-12-17,2080364.6
2024-12-18,2172420.8
2024-12-19,1919274.6
2024-12-20,2355393.2
2024-12-21,2456630.0
2024-12-22,2295525.2
2024-12-23,2630342.2
2024-12-24,1801623.2
2024-12-25,2321405.5
2024-12-26,1544450.6
2024-12-27,1643350.6
2024-12-28,1252552.8
2024-12-29,445631.88
2024-12-30,1296609.1
2024-12-31,-304296.25
2025-01-01,-41907.75
2025-01-02,1198922.0
2025-01-03,3563437.5
2025-01-04,1652762.8
2025-01-05,1012931.5
2025-01-06,3793714.5
2025-01-07,2310485.2
2025-01-08,2818133.0
2025-01-09,2018236.5
2025-01-10,4092253.2
2025-01-11,1943601.5
2025-01-12,1808064.4
2025-01-13,2204778.2
2025-01-14,2285343.5
2025-01-15,2815127.8
2025-01-16,1464929.2
2025-01-17,1548182.5
2025-01-18,1490927.8
2025-01-19,1374979.0
2025-01-20,1284056.0
2025-01-21,1323691.1
2025-01-22,1437561.8
2025-01-23,1313546.1
2025-01-24,1993861.8
2025-01-25,1904081.0
2025-01-26,579081.0
2025-01-27,1242849.0
2025-01-28,1781360.2
2025-01-29,1533688.2
2025-01-30,2045638.8
2025-01-31,2087087.4
2025-02-01,1608885.0
2025-02-02,755275.3
2025-02-03,1015451.0
2025-02-04,2156322.2
2025-02-05,2236813.8
2025-02-06,1654068.0
2025-02-07,2329268.2
2025-02-08,1771155.9
2025-02-09,989526.5
2025-02-10,1112931.2
2025-02-11,1211388.0
2025-02-12,1295871.2
2025-02-13,1424696.4
2025-02-14,1338806.0
2025-02-15,1626252.8
2025-02-16,1010177.3
2025-02-17,1215721.1
2025-02-18,1224956.1
