month,GRU_steps1000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,39800056.0
2024-11,45566336.0
2024-12,51326988.0
2025-01,52267830.0
2025-02,34854224.0
2025-03,34831656.0
2025-04,28219040.0
2025-05,40180336.0
2025-06,43543630.0
2025-07,36758060.0
2025-08,30304552.0
2025-09,24680344.0
