month,GRU_steps1000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2025-03,11199624.0
2025-04,8506392.0
2025-05,9958252.0
2025-06,11423994.0
2025-07,8485117.0
2025-08,8219307.0
2025-09,8605179.0
2025-10,9196214.0
2025-11,9052752.0
2025-12,9333762.0
2026-01,10871214.0
2026-02,9583878.0
