max_steps,learning_rate,batch_size,encoder_hidden_size,decoder_hidden_size,encoder_n_layers,decoder_layers,context_size,encoder_bias,encoder_dropout,num_lr_decays,early_stop_patience_steps,val_check_steps,random_seed,drop_last_loader,MAE,RMSE,MAPE
1,0.001,32,200,200,2,2,10,True,0.0,-1,-1,100,1,False,113563.2024724518,146090.20271385502,38.51462508896246
