Marca,Freq,Horizon,Variáveis Futuras,Variáveis Históricas,Data de Início Base
BB,D,365,"dayofweek, monthofyear, dia_das_maes, dia_dos_pais, dia_dos_namorados, halloween, black_friday, natal, copa_do_mundo, eleicoes, dia_do_trabalhador, dia_de_finados, confraternizacao_universal, independencia_do_brasil, nossa_senhora_aparecida, proclamacao_da_republica, sexta_feira_santa, pascoa, carnaval, covid, liquidacao","QLF, ROL, CPV",2013-01-01
