unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Outros,1104221.4,803359.1,824607.0,743582.4,874121.56,1357645.2,664793.6,1121200.9,1438278.8,1502661.6,1661959.8,3055009.2
Total,1104221.4,803359.1,824607.0,743582.4,874121.56,1357645.2,664793.6,1121200.9,1438278.8,1502661.6,1661959.8,3055009.2
