unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Malha e Moletom,1232836.2,846616.8,889148.3,530036.5,589314.44,844258.06,741043.75,1065893.8,1165473.0,1044488.75,1373354.9,1847440.9
Total,1232836.2,846616.8,889148.3,530036.5,589314.44,844258.06,741043.75,1065893.8,1165473.0,1044488.75,1373354.9,1847440.9
