unique_id,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09
Alfaiataria,1484359.5,1663993.5,1802915.0,1747353.8,1569931.6,873010.94,752532.7,1584271.5,4709165.0,2850523.5,1916885.0,1568831.2
Jeans e Sarja,4358797.5,4585320.5,4917616.0,4803150.0,4479058.0,2674967.2,2324012.8,4518921.0,12174501.0,7716044.0,5345760.5,4532457.5
Malha,1764818.1,2121177.0,2287474.5,2261009.0,1973181.8,1229628.4,1108562.9,2106318.8,6132903.5,3684832.2,2484917.5,1974856.2
Outros,1568039.9,2140776.0,2547282.5,2185691.0,1870288.4,1191879.1,1017535.44,1835735.0,5322719.5,3085781.0,2218864.8,1831029.6
Tecido Plano,1998407.9,2078689.9,1821459.1,1411082.0,1401492.1,1873396.6,1468920.6,1811872.2,1607924.9,1597667.8,1710417.5,1802496.0
Total,11174423.0,12589957.0,13376747.0,12408286.0,11293951.0,7842882.0,6671564.5,11857118.0,29947214.0,18934848.0,13676846.0,11709671.0
