mes_ano,Alfaiataria,Total
2025-01,9646179.0,9646179.0
2025-02,7735447.5,7735447.5
2025-03,8475798.0,8475798.0
2025-04,8736322.0,8736322.0
2025-05,13265468.0,13265468.0
2025-06,13728999.0,13728999.0
2025-07,11065511.0,11065511.0
2025-08,8407968.0,8407968.0
2025-09,8433574.0,8433574.0
2025-10,6869080.0,6869080.0
2025-11,7524825.5,7524825.5
2025-12,7499991.0,7499991.0
