unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Couro,1823806.5,1463505.9,2615523.8,3028919.0,2553469.5,1796513.0,1344101.4,804564.5,504658.12,189022.42,25123.244,244322.2
Total,1823806.5,1463505.9,2615523.8,3028919.0,2553469.5,1796513.0,1344101.4,804564.5,504658.12,189022.42,25123.244,244322.2
