mes_ano,Bobô,Total
2025-01,10125154.0,10125154.0
2025-02,9646813.0,9646813.0
2025-03,10941843.0,10941843.0
2025-04,9841827.0,9841827.0
2025-05,10658722.0,10658722.0
2025-06,11557124.0,11557124.0
2025-07,8486020.0,8486020.0
2025-08,8119140.0,8119140.0
2025-09,8378515.0,8378515.0
2025-10,8193375.5,8193375.5
2025-11,8280197.0,8280197.0
2025-12,8332014.5,8332014.5
