mes_ano,Bobô,Total
2025-01,10098531.0,10098531.0
2025-02,9127994.0,9127994.0
2025-03,11109141.0,11109141.0
2025-04,9961388.0,9961388.0
2025-05,10788419.0,10788419.0
2025-06,11669603.0,11669603.0
2025-07,8505992.0,8505992.0
2025-08,7974975.0,7974975.0
2025-09,8365528.5,8365528.5
2025-10,8674726.0,8674726.0
2025-11,8628613.0,8628613.0
2025-12,8413961.0,8413961.0
