month,LSTM_steps1000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_biasTrue_dropout0.0
2025-01,13429206.0
2025-02,12739294.0
2025-03,6490806.0
2025-04,5649611.5
2025-05,7985369.5
2025-06,24147932.0
2025-07,11694597.0
2025-08,8589105.0
2025-09,8952663.0
2025-10,7595685.5
2025-11,16405126.0
2025-12,15445547.0
