month,GRU_steps1000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2025-02,8090334.0
2025-03,9789970.0
2025-04,11887158.0
2025-05,10794299.0
2025-06,24484112.0
2025-07,12758461.0
2025-08,12523006.0
2025-09,12214463.0
2025-10,10459589.0
2025-11,17957442.0
2025-12,20332758.0
2026-01,14652678.0
