Marca,Freq,Horizon,Variáveis Futuras,Variáveis Históricas,Data de Início Base
BB,D,365,"black_friday, carnaval, natal, halloween, dia_do_trabalhador, eleicoes, independencia_do_brasil, nossa_senhora_aparecida, pascoa, proclamacao_da_republica, sexta_feira_santa, confraternizacao_universal, copa_do_mundo, covid, dia_das_maes, dia_de_finados, dia_dos_namorados, dia_dos_pais, dayofweek, monthofyear","QLF, ROL, CPV",2020-01-01
