ds,GRU_steps2000_lr0.001_batch32_encoder200_decoder200_enc_layers3_dec_layers3_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10-01,1222330.5
2024-10-02,1467816.4
2024-10-03,1431631.6
2024-10-04,1448510.8
2024-10-05,1610881.5
2024-10-06,950904.9
2024-10-07,1203668.8
2024-10-08,1119120.4
2024-10-09,1525483.9
2024-10-10,1292365.0
2024-10-11,1344081.1
2024-10-12,943944.6
2024-10-13,847768.5
2024-10-14,1292147.9
2024-10-15,1188458.0
2024-10-16,1547578.2
2024-10-17,1357537.5
2024-10-18,1497975.2
2024-10-19,1616160.8
2024-10-20,942096.06
2024-10-21,1054975.0
2024-10-22,1166373.1
2024-10-23,1161237.1
2024-10-24,1342165.9
2024-10-25,1693097.1
2024-10-26,1174401.0
2024-10-27,740424.25
2024-10-28,1319800.5
2024-10-29,1009682.8
2024-10-30,1130790.9
2024-10-31,1504282.4
2024-11-01,1576352.6
2024-11-02,1057280.5
2024-11-03,1673488.5
2024-11-04,1111294.1
2024-11-05,1077191.5
2024-11-06,1954763.2
2024-11-07,2970787.0
2024-11-08,1780693.2
2024-11-09,2114246.5
2024-11-10,1364818.8
2024-11-11,1507223.6
2024-11-12,1269858.6
2024-11-13,1507347.6
2024-11-14,1622064.9
2024-11-15,1309505.5
2024-11-16,1624031.1
2024-11-17,1146404.6
2024-11-18,1544229.5
2024-11-19,1507507.2
2024-11-20,1789370.9
2024-11-21,1501439.8
2024-11-22,1526979.8
2024-11-23,2166330.0
2024-11-24,1824563.4
2024-11-25,1520459.2
2024-11-26,1796956.2
2024-11-27,1356112.9
2024-11-28,1612855.2
2024-11-29,1634005.4
2024-11-30,2242736.5
2024-12-01,1574498.4
2024-12-02,1175316.9
2024-12-03,943161.06
2024-12-04,1370644.5
2024-12-05,1350432.4
2024-12-06,1429609.9
2024-12-07,2021768.4
2024-12-08,1657964.1
2024-12-09,1305877.4
2024-12-10,1415853.4
2024-12-11,1418593.9
2024-12-12,1464402.8
2024-12-13,2388410.8
2024-12-14,2520755.0
2024-12-15,2066846.8
2024-12-16,2245785.8
2024-12-17,1792235.0
2024-12-18,2178428.5
2024-12-19,2374426.2
2024-12-20,2223226.5
2024-12-21,2762083.5
2024-12-22,2626428.5
2024-12-23,3161552.5
2024-12-24,2179148.2
2024-12-25,2519730.5
2024-12-26,1455153.6
2024-12-27,1219186.4
2024-12-28,1399336.4
2024-12-29,1006109.75
2024-12-30,1230575.0
2024-12-31,180094.75
2025-01-01,330439.8
2025-01-02,1072727.8
2025-01-03,3005108.5
2025-01-04,725175.6
2025-01-05,823018.1
2025-01-06,1682314.6
2025-01-07,1342790.9
2025-01-08,2183321.8
2025-01-09,1578423.5
2025-01-10,2476195.5
2025-01-11,1132526.9
2025-01-12,1531269.5
2025-01-13,1360830.4
2025-01-14,1303584.6
2025-01-15,1675084.8
2025-01-16,1297853.6
2025-01-17,1892096.8
2025-01-18,1348037.9
2025-01-19,1216633.8
2025-01-20,1404983.9
2025-01-21,1257649.6
2025-01-22,1657263.9
2025-01-23,1288623.5
2025-01-24,1599316.2
2025-01-25,1293045.0
2025-01-26,841509.44
2025-01-27,1088981.2
2025-01-28,1451504.2
2025-01-29,1408243.4
2025-01-30,2184001.5
2025-01-31,1851534.5
2025-02-01,1201699.9
2025-02-02,693023.75
2025-02-03,1057966.5
2025-02-04,1864134.2
2025-02-05,2096943.2
2025-02-06,1389066.9
2025-02-07,2237996.8
2025-02-08,2926678.5
2025-02-09,1126477.4
2025-02-10,888915.25
2025-02-11,1781614.1
2025-02-12,1214915.6
2025-02-13,1484986.2
2025-02-14,1374491.9
2025-02-15,1390698.1
2025-02-16,731516.9
2025-02-17,1000800.5
2025-02-18,1163932.8
2025-02-19,1085928.8
2025-02-20,1516708.9
2025-02-21,1223910.4
2025-02-22,1038190.75
2025-02-23,532725.25
2025-02-24,627510.7
2025-02-25,1197753.0
2025-02-26,1020341.25
2025-02-27,1061319.8
2025-02-28,1695521.9
2025-03-01,707432.25
2025-03-02,406745.06
2025-03-03,703095.3
2025-03-04,395838.2
2025-03-05,731328.56
2025-03-06,621211.25
2025-03-07,1098130.5
2025-03-08,1664689.5
2025-03-09,302082.5
2025-03-10,896099.5
2025-03-11,1161976.6
2025-03-12,1367672.8
2025-03-13,1269459.0
2025-03-14,1559902.0
2025-03-15,1843799.1
2025-03-16,583535.0
2025-03-17,834359.8
2025-03-18,1207786.9
2025-03-19,1049072.2
2025-03-20,1492092.9
2025-03-21,1455295.6
2025-03-22,1582714.8
2025-03-23,443293.2
2025-03-24,790758.25
2025-03-25,1449316.0
2025-03-26,2077469.2
2025-03-27,1822438.6
2025-03-28,2365060.5
2025-03-29,2499489.5
2025-03-30,713481.06
2025-03-31,802855.75
2025-04-01,811566.25
2025-04-02,904342.25
2025-04-03,929716.5
2025-04-04,1228560.4
2025-04-05,1359134.4
2025-04-06,483256.0
2025-04-07,745236.56
2025-04-08,836850.44
2025-04-09,1097690.2
2025-04-10,1240867.1
2025-04-11,1172160.2
2025-04-12,1185503.9
2025-04-13,389508.3
2025-04-14,786217.4
2025-04-15,916653.25
2025-04-16,980958.6
2025-04-17,1263041.9
2025-04-18,283306.8
2025-04-19,909295.5
2025-04-20,176785.75
2025-04-21,366999.3
2025-04-22,1009826.1
2025-04-23,1192183.8
2025-04-24,1320106.5
2025-04-25,1306092.5
2025-04-26,1754372.0
2025-04-27,557504.9
2025-04-28,1076239.0
2025-04-29,1145552.4
2025-04-30,1339421.6
2025-05-01,311184.25
2025-05-02,1180330.9
2025-05-03,1489899.5
2025-05-04,396849.62
2025-05-05,1166282.1
2025-05-06,1522729.0
2025-05-07,1620986.5
2025-05-08,1761978.1
2025-05-09,2549192.8
2025-05-10,2775020.8
2025-05-11,370046.56
2025-05-12,1051512.6
2025-05-13,1211871.8
2025-05-14,1171713.9
2025-05-15,1240534.1
2025-05-16,1534677.2
2025-05-17,1551164.5
2025-05-18,512520.94
2025-05-19,882282.44
2025-05-20,1073943.4
2025-05-21,1295725.5
2025-05-22,1208530.5
2025-05-23,1642012.5
2025-05-24,1333935.9
2025-05-25,657107.75
2025-05-26,1040663.1
2025-05-27,923959.1
2025-05-28,1150295.6
2025-05-29,1284574.4
2025-05-30,1667059.5
2025-05-31,1716195.1
2025-06-01,439775.25
2025-06-02,569205.4
2025-06-03,1251267.2
2025-06-04,1521479.2
2025-06-05,1934485.8
2025-06-06,1717601.9
2025-06-07,2357833.5
2025-06-08,813208.75
2025-06-09,1723234.1
2025-06-10,2546029.8
2025-06-11,2778424.5
2025-06-12,1913034.2
2025-06-13,2173006.0
2025-06-14,1974024.9
2025-06-15,1179754.1
2025-06-16,875837.2
2025-06-17,1154363.9
2025-06-18,1276832.0
2025-06-19,1436226.4
2025-06-20,1728012.1
2025-06-21,1751654.8
2025-06-22,968424.5
2025-06-23,970109.6
2025-06-24,1774954.2
2025-06-25,1456899.2
2025-06-26,1414543.9
2025-06-27,2115098.2
2025-06-28,2234647.0
2025-06-29,990887.1
2025-06-30,1253232.6
2025-07-01,1579873.9
2025-07-02,1261779.0
2025-07-03,2492238.5
2025-07-04,1974461.5
2025-07-05,2010454.5
2025-07-06,1234037.1
2025-07-07,1201669.8
2025-07-08,1467552.6
2025-07-09,1345269.1
2025-07-10,1312621.8
2025-07-11,1301641.0
2025-07-12,1395715.6
2025-07-13,979891.4
2025-07-14,976540.75
2025-07-15,1184812.1
2025-07-16,1227240.5
2025-07-17,981129.9
2025-07-18,1614171.8
2025-07-19,1459682.8
2025-07-20,313655.38
2025-07-21,1006756.4
2025-07-22,1036295.3
2025-07-23,1382138.1
2025-07-24,1183089.4
2025-07-25,1353072.9
2025-07-26,1915305.0
2025-07-27,538340.3
2025-07-28,716231.94
2025-07-29,1231338.4
2025-07-30,1345881.5
2025-07-31,1323097.1
2025-08-01,1108941.8
2025-08-02,1157704.8
2025-08-03,325085.88
2025-08-04,662825.9
2025-08-05,653750.75
2025-08-06,1442758.6
2025-08-07,1081210.6
2025-08-08,1154825.2
2025-08-09,1313252.9
2025-08-10,602157.06
2025-08-11,682585.75
2025-08-12,676661.3
2025-08-13,1027999.25
2025-08-14,1234520.8
2025-08-15,1438209.5
2025-08-16,1306242.2
2025-08-17,344370.3
2025-08-18,1116127.5
2025-08-19,930905.9
2025-08-20,1085624.5
2025-08-21,943270.4
2025-08-22,1306883.5
2025-08-23,1641820.8
2025-08-24,403303.44
2025-08-25,837925.4
2025-08-26,1007290.3
2025-08-27,1142944.8
2025-08-28,1144130.1
2025-08-29,886363.4
2025-08-30,1398565.8
2025-08-31,648617.44
2025-09-01,711092.9
2025-09-02,976171.0
2025-09-03,1173256.5
2025-09-04,801807.8
2025-09-05,1442468.4
2025-09-06,1132636.4
2025-09-07,395457.62
2025-09-08,717113.94
2025-09-09,863261.6
2025-09-10,791759.6
2025-09-11,875528.2
2025-09-12,1463477.9
2025-09-13,1229685.0
2025-09-14,-56035.625
2025-09-15,653585.56
2025-09-16,852368.25
2025-09-17,683026.94
2025-09-18,1648639.0
2025-09-19,1084107.9
2025-09-20,921537.9
2025-09-21,284682.2
2025-09-22,893571.5
2025-09-23,917782.44
2025-09-24,1178000.1
2025-09-25,1339945.5
2025-09-26,1184836.0
2025-09-27,1064350.8
2025-09-28,645110.56
2025-09-29,730187.9
2025-09-30,1399944.2
