unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Jeans/Sarja,6891289.0,3469112.5,3875389.0,4478545.5,5608577.5,7111183.5,5294830.5,4989447.5,3903390.0,3400855.5,3896727.2,4531411.5
Total,6891289.0,3469112.5,3875389.0,4478545.5,5608577.5,7111183.5,5294830.5,4989447.5,3903390.0,3400855.5,3896727.2,4531411.5
