unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Casual,2053427.2,1674834.8,1670930.1,1966349.9,2426633.5,2295248.2,2092773.5,2057465.2,1883601.0,1661665.1,1340793.2,1207218.1
Total,2053427.2,1674834.8,1670930.1,1966349.9,2426633.5,2295248.2,2092773.5,2057465.2,1883601.0,1661665.1,1340793.2,1207218.1
