unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Tecido Plano,4033992.0,2989003.0,3216082.2,3023009.2,3190887.5,4962055.5,4302458.5,3829680.5,3211271.8,3718331.5,3615869.5,5430411.0
Total,4033992.0,2989003.0,3216082.2,3023009.2,3190887.5,4962055.5,4302458.5,3829680.5,3211271.8,3718331.5,3615869.5,5430411.0
