mes_ano,Outros,Total
2025-01,7081123.5,7081123.5
2025-02,4557709.0,4557709.0
2025-03,4554641.5,4554641.5
2025-04,4685319.0,4685319.0
2025-05,7793233.5,7793233.5
2025-06,6627956.0,6627956.0
2025-07,6595203.5,6595203.5
2025-08,4541736.0,4541736.0
2025-09,3798404.8,3798404.8
2025-10,3375640.8,3375640.8
2025-11,4441713.5,4441713.5
2025-12,8063287.0,8063287.0
