unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Le Lis Beaute,1223816.5,705713.56,706547.8,783038.9,952949.8,767820.9,682720.1,760234.8,603029.44,718952.3,817506.75,2080707.4
Total,1223816.5,705713.56,706547.8,783038.9,952949.8,767820.9,682720.1,760234.8,603029.44,718952.3,817506.75,2080707.4
