ds,unique_id,y,QLF,ROL,CPV,black_friday,carnaval,confraternizacao_universal,copa_do_mundo,covid,dia_das_maes,dia_de_finados,dia_dos_namorados,dia_dos_pais,dia_do_trabalhador,eleicoes,halloween,independencia_do_brasil,natal,nossa_senhora_aparecida,pascoa,proclamacao_da_republica,sexta_feira_santa,dayofweek,monthofyear
2021-07-02,BB,267116.59,364.0,200337.4425,67623.6180768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7
2021-07-03,BB,257156.77,393.0,192867.5775,73354.49745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7
2021-07-04,BB,92218.79,150.0,69164.0925,22896.82709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7
2021-07-05,BB,181600.03,270.0,136200.0225,44666.41666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
2021-07-06,BB,187376.49,268.0,140532.3675,44861.86353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
2021-07-07,BB,253367.65,301.0,190025.7375,51228.02359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7
2021-07-08,BB,191611.42,261.0,143708.565,43527.79057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7
2021-07-09,BB,180313.18,238.0,135234.885,36981.32949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
2021-07-10,BB,290353.43,321.0,217765.0725,59995.93688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
2021-07-11,BB,145570.9,175.0,109178.175,28772.079550000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
2021-07-12,BB,170318.87,212.0,127739.1525,34478.07505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021-07-13,BB,236752.05,303.0,177564.0375,50286.33488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2021-07-14,BB,229935.7,347.0,172451.775,56694.19257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
2021-07-15,BB,219120.16,266.0,164340.12,41916.94006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
2021-07-16,BB,175257.7,197.0,131443.275,30013.27319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
2021-07-17,BB,203817.31,276.0,152862.9825,40072.632789999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
2021-07-18,BB,79523.31,104.0,59642.4825,16652.14622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
2021-07-19,BB,182228.16,237.0,136671.12,40700.2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021-07-20,BB,177128.56,233.0,132846.42,36984.84659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2021-07-21,BB,221920.79,253.0,166440.5925,45798.88773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
2021-07-22,BB,200481.35,240.0,150361.0125,41474.76089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
2021-07-23,BB,163472.74,208.0,122604.555,32256.91796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
2021-07-24,BB,136579.99,149.0,102434.9925,24681.23361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
2021-07-25,BB,71283.3,74.0,53462.475,13205.22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
2021-07-26,BB,229354.93,281.0,172016.1975,51227.31882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021-07-27,BB,198784.23,243.0,149088.1725,40717.39656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2021-07-28,BB,301185.38,304.0,225889.035,57172.3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
2021-07-29,BB,202894.12,240.0,152170.59,39907.73117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
2021-07-30,BB,300020.02,328.0,225015.015,56526.27761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
2021-07-31,BB,340955.06,384.0,255716.295,70067.00875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
2021-08-01,BB,147900.18,186.0,110925.135,30999.32735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
2021-08-02,BB,135791.92,203.0,101843.94,29228.32805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021-08-03,BB,132264.07,167.0,99198.0525,25811.939159999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2021-08-04,BB,183925.3,211.0,137943.975,32537.69406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2021-08-05,BB,209738.79,207.0,157304.0925,39317.2084045679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8
2021-08-06,BB,263026.56,294.0,197269.92,43306.52566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8
2021-08-07,BB,224182.9,222.0,168137.175,36923.143751954885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8
2021-08-08,BB,37735.08,31.0,28301.31,6549.256689999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,8
2021-08-09,BB,89860.4,96.0,67395.3,17100.35326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
2021-08-10,BB,211739.17,281.0,158804.3775,41470.869031954884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8
2021-08-11,BB,187400.7,186.0,140550.525,32632.4512545679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8
2021-08-12,BB,314313.53,336.0,235735.1475,56296.13721718091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8
2021-08-13,BB,144439.04,184.0,108329.28,26251.004263045575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8
2021-08-14,BB,212937.92,216.0,159703.44,32650.79163109069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
2021-08-15,BB,79235.82,75.0,59426.865,11493.651696522787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
2021-08-16,BB,185381.98,214.0,139036.485,35136.48708304558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021-08-17,BB,186016.65,223.0,139512.4875,33579.19201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2021-08-18,BB,168394.95,195.0,126296.2125,26559.817528767686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2021-08-19,BB,188440.6,228.0,141330.45,33641.37496333559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
2021-08-20,BB,228343.38,230.0,171257.535,37895.64995679013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
2021-08-21,BB,187505.52,195.0,140629.14,32582.345938271606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
2021-08-22,BB,96556.22,112.0,72417.165,15077.736358271606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
2021-08-23,BB,171532.06,176.0,128649.045,29405.567103703703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021-08-24,BB,166674.58,183.0,125005.935,26417.42961218138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2021-08-25,BB,254601.41,290.0,190951.0575,44789.9628691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2021-08-26,BB,204542.63,241.0,153406.9725,35340.873473271604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
2021-08-27,BB,222852.34,236.0,167139.255,36852.24584833559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
2021-08-28,BB,255954.52,292.0,191965.89,41646.08319092593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
2021-08-29,BB,88930.88,121.0,66698.16,16422.102866954887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
2021-08-30,BB,137147.6,194.0,102860.7,24301.31654874501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021-08-31,BB,253331.45,288.0,189998.5875,42810.26829627992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2021-09-01,BB,139442.77,167.0,104582.0775,26089.54492013825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2021-09-02,BB,148462.6,189.0,111346.95,25248.576939423965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2021-09-03,BB,163986.49,195.0,122989.86750000001,28510.72566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2021-09-04,BB,116172.79,155.0,87129.5925,18603.095220276497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
2021-09-05,BB,43213.409999999996,50.0,32410.0575,7174.14107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
2021-09-06,BB,193027.02,253.0,144770.265,35725.553849260206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021-09-07,BB,53146.65,65.0,39859.9875,8704.875029285715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
2021-09-08,BB,176978.8,206.0,132734.1,31631.052209285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2021-09-09,BB,179092.3,186.0,134319.225,29385.636889285717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2021-09-10,BB,162592.49,225.0,121944.3675,26668.52433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2021-09-11,BB,204690.17,219.0,153517.6275,33142.18464997449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
2021-09-12,BB,71123.54,87.0,53342.655,11594.036170000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
2021-09-13,BB,138737.4,141.0,104053.05,22621.405199999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021-09-14,BB,188308.24,230.0,141231.18,35781.10441013825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2021-09-15,BB,219042.62,284.0,164281.965,35361.31467728665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2021-09-16,BB,214529.11,265.0,160896.8325,36061.438047312164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2021-09-17,BB,246622.91,272.0,184967.1825,39239.62750645963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2021-09-18,BB,189504.42,231.0,142128.315,31947.636830673247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
2021-09-19,BB,49093.0,69.0,36819.75,9126.32422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
2021-09-20,BB,158837.82,188.0,119128.365,26563.435876949472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021-09-21,BB,201488.14,236.0,151116.105,36043.13808858696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2021-09-22,BB,161009.01,193.0,120756.7575,26812.999303586956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2021-09-23,BB,173159.13,221.0,129869.3475,29018.947877173912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2021-09-24,BB,198528.28,222.0,148896.21,35769.65949652252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2021-09-25,BB,196831.44,219.0,147623.58,32200.882135225733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
2021-09-26,BB,109194.3,139.0,81895.725,18281.476625760868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
2021-09-27,BB,105686.69,152.0,79265.0175,19995.576818699697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021-09-28,BB,181736.13,229.0,136302.0975,31081.190298361445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2021-09-29,BB,202021.65,240.0,151516.2375,33442.58703291958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2021-09-30,BB,348411.57,419.0,261308.6775,59020.28150662026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2021-10-01,BB,165950.58,204.0,124462.935,28367.6212616019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2021-10-02,BB,176064.6,199.0,132048.45,28669.192711519656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
2021-10-03,BB,61441.77,71.0,46081.3275,9168.676672060727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
2021-10-04,BB,128259.5,163.0,96194.625,21319.969954788237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2021-10-05,BB,196890.49,271.0,147667.8675,39144.3955457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2021-10-06,BB,180694.61,207.0,135520.9575,30172.471503696197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2021-10-07,BB,178734.73,223.0,134051.04750000002,31057.125365684537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2021-10-08,BB,131645.73,164.0,98734.2975,23009.310380336745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2021-10-09,BB,211126.7,223.0,158345.025,35147.424042245126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
2021-10-10,BB,69990.24,83.0,52492.68,11084.439332545122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
2021-10-11,BB,208614.29,254.0,156460.7175,38070.886515328886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2021-10-12,BB,89096.97,94.0,66822.7275,15526.568976979963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
2021-10-13,BB,135643.25,181.0,101732.4375,26646.265070034842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2021-10-14,BB,189187.53,237.0,141890.6475,33338.49139330833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2021-10-15,BB,211878.49,262.0,158908.8675,33366.38696523674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2021-10-16,BB,211567.81,218.0,158675.8575,34771.193023047024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
2021-10-17,BB,68914.73,91.0,51686.0475,11171.4041968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
2021-10-18,BB,117065.76,172.0,87799.31999999999,23551.695504779964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2021-10-19,BB,137931.62,175.0,103448.715,25159.764925560587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2021-10-20,BB,205590.74,232.0,154193.055,34867.59723940747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2021-10-21,BB,144432.72,178.0,108324.54000000001,24636.220808088343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2021-10-22,BB,171601.62,193.0,128701.215,27473.490723286257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2021-10-23,BB,197738.08,215.0,148303.56,32249.24770699816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
2021-10-24,BB,67620.12,81.0,50715.090000000004,11117.434836069684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
2021-10-25,BB,125757.36,161.0,94318.02,23325.07947592941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2021-10-26,BB,130678.77,177.0,98009.0775,25278.67107424584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2021-10-27,BB,212771.87,249.0,159578.9025,34072.05644588096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2021-10-28,BB,229406.79,271.0,172055.0925,39365.88183597159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2021-10-29,BB,294543.44,314.0,220907.58,45567.29052300028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2021-10-30,BB,399155.8,419.0,299366.85,64772.07024163394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10
2021-10-31,BB,150960.87,154.0,113220.6525,24984.44359567616,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,10
2021-10-31,BB,150960.87,154.0,113220.6525,24984.44359567616,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,10
2021-11-01,BB,190955.59,217.0,143216.6925,32346.50599520557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
2021-11-02,BB,101446.66,104.0,76084.995,16410.6305956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2021-11-03,BB,157054.55,187.0,117790.9125,27331.14189973484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2021-11-04,BB,133928.9,217.0,100446.675,30256.226314178064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2021-11-05,BB,259353.53,514.0,194515.1475,74026.52883854132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2021-11-06,BB,216480.65,284.0,162360.4875,34875.799614192765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
2021-11-07,BB,81851.49,107.0,61388.6175,13414.024569629411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
2021-11-08,BB,162313.87,274.0,121735.4025,29616.86744903294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2021-11-09,BB,193159.42,273.0,144869.565,33119.35248322941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2021-11-10,BB,189604.65,306.0,142203.4875,35466.863141571586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2021-11-11,BB,172972.74,249.0,129729.555,29276.987981169685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2021-11-12,BB,266067.96,355.0,199550.97,47288.69151206969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2021-11-13,BB,267015.81,306.0,200261.8575,47804.82573857616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
2021-11-14,BB,105846.96,134.0,79385.22,18371.416548873487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
2021-11-15,BB,108915.64,153.0,81686.73,17898.68721387073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
2021-11-16,BB,158061.02,203.0,118545.765,27878.653697281865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2021-11-17,BB,238970.96,298.0,179228.22,44924.42557080571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2021-11-18,BB,182909.83,254.0,137182.3725,31059.3716465991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2021-11-19,BB,232087.96,314.0,174065.97,39039.153095327514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2021-11-20,BB,270652.87,326.0,202989.6525,45714.2814177019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
2021-11-21,BB,131076.3,147.0,98307.225,24070.83223897073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
2021-11-22,BB,200212.95,247.0,150159.7125,37496.55056328349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2021-11-23,BB,196027.67,245.0,147020.7525,33016.21386452941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2021-11-24,BB,167497.96,220.0,125623.47,27581.663233474534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2021-11-25,BB,349316.55,638.0,261987.4125,94371.5666853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2021-11-26,BB,507614.36,854.0,380710.77,136898.09147643132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2021-11-27,BB,508287.96,794.0,381215.97,130143.88693324322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
2021-11-28,BB,235177.44,404.0,176383.08,64703.50316297159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
2021-11-29,BB,460119.4,767.0,345089.55,115479.29261277073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2021-11-30,BB,338559.84,435.0,253919.88,67243.96073078644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2021-12-01,BB,221254.37,261.0,165940.7775,39745.48552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2021-12-02,BB,209602.74,280.0,157202.055,38405.2540282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2021-12-03,BB,281449.23,310.0,211086.9225,46936.4190119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2021-12-04,BB,280873.77999999997,341.0,210655.335,46044.5563327339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12
2021-12-05,BB,140899.33,179.0,105674.4975,25114.068347155935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
2021-12-06,BB,265977.92,375.0,199483.44,48431.882904777965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2021-12-07,BB,231545.71,319.0,173659.2825,43094.31815015593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2021-12-08,BB,229049.05,288.0,171786.7875,39310.35861507797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2021-12-09,BB,245072.64,292.0,183804.48,40742.129029077965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2021-12-10,BB,259765.94,333.0,194824.455,44913.98111177797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2021-12-11,BB,329643.59,401.0,247232.6925,52517.52740105594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12
2021-12-12,BB,152940.63,223.0,114705.4725,27639.798482377966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
2021-12-13,BB,287910.27,393.0,215932.7025,51486.09400655593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2021-12-14,BB,299232.64,360.0,224424.48,50720.595426577966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2021-12-15,BB,385629.29,503.0,289221.96749999997,67351.80893455593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2021-12-16,BB,323863.74,464.0,242897.805,56746.927172977965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2021-12-17,BB,399693.68,551.0,299770.26,69311.87271495593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2021-12-18,BB,440054.37,575.0,330040.7775,76395.20957641187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,12
2021-12-19,BB,211317.53,323.0,158488.1475,36079.368431177965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,12
2021-12-20,BB,363343.15,532.0,272507.3625,61906.029836823735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
2021-12-21,BB,415444.12,598.0,311583.09,71234.85720452374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12
2021-12-22,BB,385557.77,493.0,289168.3275,65279.908899667804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12
2021-12-23,BB,406418.77999999997,519.0,304814.085,69673.75363185593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12
2021-12-24,BB,307409.24,362.0,230556.93,49375.226285777964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,12
2021-12-25,BB,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,12
2021-12-26,BB,122361.31,164.0,91770.9825,19600.615683277967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
2021-12-27,BB,200756.75,259.0,150567.5625,32890.36513217797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2021-12-28,BB,289235.97,384.0,216926.9775,54578.624172255935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2021-12-29,BB,150988.9,215.0,113241.675,26663.8199151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2021-12-30,BB,151215.76,171.0,113411.82,24260.779432955933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2021-12-31,BB,77733.84,95.0,58300.38,13141.0976751339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2022-01-01,BB,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2022-01-02,BB,36733.4,44.0,27550.05,5486.685382976833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
2022-01-03,BB,61640.71,99.0,46583.7999,12747.990902984659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-01-04,BB,46684.8,93.0,35152.11465,9751.185736286501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022-01-05,BB,46032.51,62.0,34701.70935,8761.174177724632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2022-01-06,BB,438067.46,963.0,328664.15625,124809.94481458172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2022-01-07,BB,346322.2,769.0,259838.98035,100011.89553032102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
