max_steps,learning_rate,batch_size,encoder_hidden_size,decoder_hidden_size,encoder_n_layers,decoder_layers,context_size,MAE,MSE,RMSE,MAPE
1,0.001,32,200,200,2,2,10,564887.7074725275,614738128718.1748,784052.376259504,251.56067742534566
