max_steps,learning_rate,batch_size,encoder_hidden_size,decoder_hidden_size,encoder_n_layers,decoder_layers,context_size,encoder_bias,encoder_dropout,num_lr_decays,early_stop_patience_steps,val_check_steps,random_seed,num_workers_loader,drop_last_loader,MAE,MSE,RMSE,MAPE
1,0.001,32,200,200,2,2,10,True,0.0,-1,-1,100,1,0,False,564887.7074725275,614738128718.1748,784052.376259504,251.56067742534566
