month,GRU_steps2000_lr0.001_batch32_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,40021468.0
2024-11,47336356.0
2024-12,50205044.0
2025-01,57727450.0
2025-02,37336176.0
2025-03,36475628.0
2025-04,29247044.0
2025-05,41150188.0
2025-06,46873230.0
2025-07,39623144.0
2025-08,33297020.0
2025-09,29734828.0
