max_steps,learning_rate,batch_size,encoder_hidden_size,decoder_hidden_size,encoder_n_layers,decoder_layers,context_size,encoder_bias,encoder_dropout,num_lr_decays,early_stop_patience_steps,val_check_steps,random_seed,num_workers_loader,drop_last_loader,MAE,RMSE,MAPE
1,0.001,32,200,200,2,2,10,True,0.0,-1,-1,100,1,0,False,589258.9309203296,801870.1262412954,160.46398526169315
