mes_ano,Outros,Total
2025-01,512434.0,512434.0
2025-02,335922.72,335922.72
2025-03,286555.88,286555.88
2025-04,302140.9,302140.9
2025-05,372797.0,372797.0
2025-06,1080297.6,1080297.6
2025-07,922749.06,922749.06
2025-08,584849.75,584849.75
2025-09,465373.34,465373.34
2025-10,473894.2,473894.2
2025-11,460201.97,460201.97
2025-12,715073.7,715073.7
