mes_ano,Acessorio,Total
2025-01,3317857.0,3317857.0
2025-02,1994101.8,1994101.8
2025-03,2372280.2,2372280.2
2025-04,2691227.8,2691227.8
2025-05,3066679.8,3066679.8
2025-06,2685109.2,2685109.2
2025-07,2294717.2,2294717.2
2025-08,3430519.0,3430519.0
2025-09,2356460.2,2356460.2
2025-10,2461930.5,2461930.5
2025-11,2145053.2,2145053.2
2025-12,3519896.8,3519896.8
