mes_ano,Alfaiataria,Total
2025-01,11016510.0,11016510.0
2025-02,6825919.5,6825919.5
2025-03,7694181.5,7694181.5
2025-04,8344141.0,8344141.0
2025-05,10378268.0,10378268.0
2025-06,14705720.0,14705720.0
2025-07,10172114.0,10172114.0
2025-08,9372714.0,9372714.0
2025-09,8865873.0,8865873.0
2025-10,7047552.0,7047552.0
2025-11,7911397.5,7911397.5
2025-12,8976188.0,8976188.0
