unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Alfaiataria,11016510.0,6825919.5,7694181.5,8344141.0,10378268.0,14705720.0,10172114.0,9372714.0,8865873.0,7047552.0,7911397.5,8976188.0
Total,11016510.0,6825919.5,7694181.5,8344141.0,10378268.0,14705720.0,10172114.0,9372714.0,8865873.0,7047552.0,7911397.5,8976188.0
