mes_ano,Bobô,Total
2025-01,9693236.0,9693236.0
2025-02,10260853.0,10260853.0
2025-03,11040802.0,11040802.0
2025-04,8879054.0,8879054.0
2025-05,9752941.0,9752941.0
2025-06,11318618.0,11318618.0
2025-07,8556172.0,8556172.0
2025-08,8853355.0,8853355.0
2025-09,8247073.5,8247073.5
2025-10,7548106.0,7548106.0
2025-11,8201775.0,8201775.0
2025-12,8721423.0,8721423.0
