month,GRU_steps3000_lr0.001_batch32_encoder250_decoder250_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,39714420.0
2024-11,48031636.0
2024-12,54577604.0
2025-01,53845240.0
2025-02,38116656.0
2025-03,37574100.0
2025-04,30537350.0
2025-05,41440224.0
2025-06,46544336.0
2025-07,40077990.0
2025-08,32024524.0
2025-09,31379934.0
