month,GRU_steps2000_lr0.001_batch32_encoder200_decoder200_enc_layers3_dec_layers3_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,39147692.0
2024-11,48690896.0
2024-12,54657636.0
2025-01,45304092.0
2025-02,36625770.0
2025-03,35898480.0
2025-04,28768950.0
2025-05,39294780.0
2025-06,46294090.0
2025-07,40345984.0
2025-08,30706876.0
2025-09,27999358.0
