month,GRU_steps2000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10,40462680.0
2024-11,46574810.0
2024-12,50262576.0
2025-01,57447730.0
2025-02,37904970.0
2025-03,37529108.0
2025-04,29192686.0
2025-05,42100744.0
2025-06,46912096.0
2025-07,39878816.0
2025-08,33550498.0
2025-09,30002122.0
