ds,GRU_steps2000_lr0.001_batch64_encoder200_decoder200_enc_layers2_dec_layers2_context10_activationtanh_biasTrue_dropout0.0_lr_decays-1_early_stop-1_val_check100_scalerrobust_seed1
2024-10-01,1358839.8
2024-10-02,1460740.1
2024-10-03,1466549.0
2024-10-04,1640978.0
2024-10-05,1715466.5
2024-10-06,430851.62
2024-10-07,1351534.8
2024-10-08,1285483.1
2024-10-09,1234136.4
2024-10-10,1388980.8
2024-10-11,1276922.5
2024-10-12,1296223.2
2024-10-13,522976.5
2024-10-14,1087145.4
2024-10-15,1292551.1
2024-10-16,1943025.4
2024-10-17,1419381.8
2024-10-18,1953736.6
2024-10-19,2037241.6
2024-10-20,1065522.5
2024-10-21,1026264.2
2024-10-22,1179573.9
2024-10-23,1341777.9
2024-10-24,1480350.4
2024-10-25,1479931.0
2024-10-26,1087886.9
2024-10-27,574205.8
2024-10-28,1216848.0
2024-10-29,1072370.2
2024-10-30,1435070.8
2024-10-31,1340115.2
2024-11-01,1641479.5
2024-11-02,1323120.6
2024-11-03,1221062.8
2024-11-04,1004048.75
2024-11-05,819653.8
2024-11-06,2245084.0
2024-11-07,2484313.0
2024-11-08,1438509.8
2024-11-09,2404330.0
2024-11-10,844479.5
2024-11-11,1592633.8
2024-11-12,1342910.4
2024-11-13,1403637.2
2024-11-14,1353663.0
2024-11-15,1037253.5
2024-11-16,1190296.4
2024-11-17,918845.56
2024-11-18,1569236.6
2024-11-19,1234594.4
2024-11-20,1300601.6
2024-11-21,1159571.6
2024-11-22,2015452.0
2024-11-23,1810346.5
2024-11-24,1757136.2
2024-11-25,1503521.6
2024-11-26,1776364.8
2024-11-27,1727228.0
2024-11-28,1662937.5
2024-11-29,2261319.0
2024-11-30,2531175.2
2024-12-01,1194225.4
2024-12-02,877955.56
2024-12-03,1177595.8
2024-12-04,1162572.8
2024-12-05,1357847.0
2024-12-06,1155654.8
2024-12-07,1867061.9
2024-12-08,1275270.9
2024-12-09,1463548.5
2024-12-10,1116000.8
2024-12-11,1471546.1
2024-12-12,1496470.1
2024-12-13,2195719.0
2024-12-14,2280490.5
2024-12-15,1189126.6
2024-12-16,2222481.5
2024-12-17,2082681.8
2024-12-18,2092778.9
2024-12-19,2023174.2
2024-12-20,2413138.5
2024-12-21,2284524.2
2024-12-22,2217988.8
2024-12-23,2964792.0
2024-12-24,1639699.9
2024-12-25,2271282.2
2024-12-26,1503142.8
2024-12-27,1917897.2
2024-12-28,1251375.8
2024-12-29,1047242.3
2024-12-30,1336164.9
2024-12-31,-286873.25
2025-01-01,72173.25
2025-01-02,1254856.9
2025-01-03,3774362.8
2025-01-04,1563724.0
2025-01-05,1107414.0
2025-01-06,3793245.2
2025-01-07,2272513.8
2025-01-08,2775353.5
2025-01-09,2081343.0
2025-01-10,4111229.0
2025-01-11,1963518.5
2025-01-12,1529815.6
2025-01-13,2312986.5
2025-01-14,2371543.0
2025-01-15,2904906.8
2025-01-16,1479862.1
2025-01-17,1597706.5
2025-01-18,1429560.0
2025-01-19,1260423.8
2025-01-20,1370540.6
2025-01-21,1292167.1
2025-01-22,1356106.6
2025-01-23,1168015.9
2025-01-24,2022615.9
2025-01-25,1698060.2
2025-01-26,483683.75
2025-01-27,1210262.8
2025-01-28,1720239.0
2025-01-29,1350930.5
2025-01-30,1886292.5
2025-01-31,2232276.8
2025-02-01,1842012.6
2025-02-02,613414.2
2025-02-03,1166812.9
2025-02-04,2113410.5
2025-02-05,2218990.5
2025-02-06,1653622.2
2025-02-07,2153903.8
2025-02-08,1934970.4
2025-02-09,860229.44
2025-02-10,1205236.0
2025-02-11,1306064.1
2025-02-12,1248406.6
2025-02-13,1299833.5
2025-02-14,1520567.6
2025-02-15,1566111.0
2025-02-16,933108.8
2025-02-17,1184349.4
2025-02-18,1272019.4
2025-02-19,914818.6
2025-02-20,1131012.0
2025-02-21,1140112.4
2025-02-22,1646724.2
2025-02-23,663560.6
2025-02-24,774045.2
2025-02-25,1582293.2
2025-02-26,954635.6
2025-02-27,1055963.1
2025-02-28,1948740.8
2025-03-01,798874.5
2025-03-02,417825.3
2025-03-03,581056.56
2025-03-04,324368.0
2025-03-05,622793.56
2025-03-06,664927.94
2025-03-07,1122569.2
2025-03-08,2085085.2
2025-03-09,436404.3
2025-03-10,1185744.4
2025-03-11,1188744.9
2025-03-12,1641589.2
2025-03-13,1694998.5
2025-03-14,1717431.2
2025-03-15,2341332.5
2025-03-16,700663.94
2025-03-17,741698.8
2025-03-18,1329622.4
2025-03-19,1279704.0
2025-03-20,1097727.1
2025-03-21,1654785.5
2025-03-22,1315903.6
2025-03-23,584953.94
2025-03-24,724747.25
2025-03-25,1036912.1
2025-03-26,1664418.1
2025-03-27,1950936.9
2025-03-28,2612975.5
2025-03-29,2146311.5
2025-03-30,671163.8
2025-03-31,1192837.9
2025-04-01,676036.2
2025-04-02,1028446.5
2025-04-03,639442.4
2025-04-04,1391363.0
2025-04-05,1109142.6
2025-04-06,472751.5
2025-04-07,603471.4
2025-04-08,805262.9
2025-04-09,1191076.1
2025-04-10,1215504.0
2025-04-11,1340356.1
2025-04-12,1422012.6
2025-04-13,680280.75
2025-04-14,1039458.9
2025-04-15,834871.9
2025-04-16,885193.94
2025-04-17,1262643.2
2025-04-18,374996.62
2025-04-19,1374719.5
2025-04-20,289655.0
2025-04-21,592834.9
2025-04-22,1024118.25
2025-04-23,950541.75
2025-04-24,1268362.2
2025-04-25,1246202.5
2025-04-26,1491947.5
2025-04-27,617273.9
2025-04-28,803745.4
2025-04-29,991752.0
2025-04-30,1569223.2
2025-05-01,430529.2
2025-05-02,1399221.4
2025-05-03,1221076.0
2025-05-04,716428.5
2025-05-05,718484.1
2025-05-06,1414212.1
2025-05-07,1730148.2
2025-05-08,2026152.0
2025-05-09,3114608.0
2025-05-10,2848788.2
2025-05-11,238822.62
2025-05-12,1079134.1
2025-05-13,1165373.8
2025-05-14,1686923.2
2025-05-15,1005829.4
2025-05-16,2415189.5
2025-05-17,1053572.8
2025-05-18,1013297.4
2025-05-19,1167647.2
2025-05-20,1243527.6
2025-05-21,1586835.2
2025-05-22,1300209.4
2025-05-23,1385455.5
2025-05-24,1497416.5
2025-05-25,588882.3
2025-05-26,961314.3
2025-05-27,1600640.4
2025-05-28,1318724.8
2025-05-29,1240137.1
2025-05-30,1127423.2
2025-05-31,1804738.5
2025-06-01,1026400.6
2025-06-02,604716.3
2025-06-03,1934161.9
2025-06-04,1384805.9
2025-06-05,1170144.2
2025-06-06,2569133.0
2025-06-07,1938163.8
2025-06-08,714618.8
2025-06-09,2280270.5
2025-06-10,2061852.8
2025-06-11,3574408.0
2025-06-12,1688124.0
2025-06-13,2340287.0
2025-06-14,2487548.2
2025-06-15,1112961.0
2025-06-16,1307765.6
2025-06-17,1285416.2
2025-06-18,1378909.6
2025-06-19,1365201.4
2025-06-20,1541219.6
2025-06-21,1826819.5
2025-06-22,603117.1
2025-06-23,1593161.9
2025-06-24,1505737.4
2025-06-25,1607745.0
2025-06-26,1062385.5
2025-06-27,1612061.5
2025-06-28,1416346.2
2025-06-29,613968.0
2025-06-30,1304646.5
2025-07-01,1400435.6
2025-07-02,1898199.2
2025-07-03,2247326.8
2025-07-04,1652725.4
2025-07-05,2201690.5
2025-07-06,788771.06
2025-07-07,1606595.5
2025-07-08,1690635.5
2025-07-09,1199991.1
2025-07-10,1121396.5
2025-07-11,1409824.5
2025-07-12,1463141.8
2025-07-13,492137.5
2025-07-14,1096534.2
2025-07-15,1208535.8
2025-07-16,1067553.4
2025-07-17,961958.5
2025-07-18,1460507.6
2025-07-19,1352607.9
2025-07-20,672950.4
2025-07-21,1208219.5
2025-07-22,1237198.6
2025-07-23,1181050.8
2025-07-24,1216091.4
2025-07-25,1292888.0
2025-07-26,1271860.5
2025-07-27,811828.3
2025-07-28,1193900.8
2025-07-29,1261439.5
2025-07-30,1010578.7
2025-07-31,1200239.6
2025-08-01,1460096.9
2025-08-02,1392634.5
2025-08-03,455529.8
2025-08-04,598688.7
2025-08-05,740074.44
2025-08-06,932099.7
2025-08-07,982121.1
2025-08-08,1357400.1
2025-08-09,1495861.6
2025-08-10,437337.12
2025-08-11,674874.56
2025-08-12,972481.1
2025-08-13,1310575.9
2025-08-14,1341439.2
2025-08-15,1560992.0
2025-08-16,1811393.8
2025-08-17,546025.06
2025-08-18,853046.1
2025-08-19,1384132.8
2025-08-20,1212400.5
2025-08-21,1317125.5
2025-08-22,1765849.2
2025-08-23,1265559.4
2025-08-24,470554.3
2025-08-25,1113411.4
2025-08-26,860156.25
2025-08-27,1033025.56
2025-08-28,1205334.5
2025-08-29,1013140.44
