mes_ano,Acessorio,Total
2025-01,552299.06,552299.06
2025-02,412170.2,412170.2
2025-03,560106.2,560106.2
2025-04,751082.1,751082.1
2025-05,1061376.0,1061376.0
2025-06,926408.0,926408.0
2025-07,659851.6,659851.6
2025-08,844428.5,844428.5
2025-09,595200.2,595200.2
2025-10,777677.3,777677.3
2025-11,1246774.6,1246774.6
2025-12,1278549.5,1278549.5
