mes_ano,Jeans e Sarja,Total
2025-01,1781252.8,1781252.8
2025-02,891848.0,891848.0
2025-03,635422.4,635422.4
2025-04,831964.94,831964.94
2025-05,733912.5,733912.5
2025-06,1839546.1,1839546.1
2025-07,1058722.9,1058722.9
2025-08,930913.7,930913.7
2025-09,711463.0,711463.0
2025-10,791095.56,791095.56
2025-11,1517979.2,1517979.2
2025-12,1426499.8,1426499.8
