unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Malha,1685415.9,1363003.2,966227.75,1061438.0,1076950.8,3037188.0,1548678.4,1390969.0,1444463.6,1328856.4,3224301.0,5018703.5
Total,1685415.9,1363003.2,966227.75,1061438.0,1076950.8,3037188.0,1548678.4,1390969.0,1444463.6,1328856.4,3224301.0,5018703.5
