mes_ano,Dudalina Masc,Total
2025-01,7588785.5,7588785.5
2025-02,7138322.0,7138322.0
2025-03,3151180.2,3151180.2
2025-04,3000595.0,3000595.0
2025-05,3597034.2,3597034.2
2025-06,14222223.0,14222223.0
2025-07,6267961.0,6267961.0
2025-08,5088226.5,5088226.5
2025-09,4603980.0,4603980.0
2025-10,4200413.5,4200413.5
2025-11,10600182.0,10600182.0
2025-12,9529581.0,9529581.0
