unique_id,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Outros,694751.1,464759.28,508742.47,408286.4,387713.1,712854.4,554419.7,530754.75,910918.0,702126.1,727364.2,1030844.94
Total,694751.1,464759.28,508742.47,408286.4,387713.1,712854.4,554419.7,530754.75,910918.0,702126.1,727364.2,1030844.94
