mes_ano,Outros,Total
2025-01,694751.1,694751.1
2025-02,464759.28,464759.28
2025-03,508742.47,508742.47
2025-04,408286.4,408286.4
2025-05,387713.1,387713.1
2025-06,712854.4,712854.4
2025-07,554419.7,554419.7
2025-08,530754.75,530754.75
2025-09,910918.0,910918.0
2025-10,702126.1,702126.1
2025-11,727364.2,727364.2
2025-12,1030844.94,1030844.94
